YearStart,YearEnd,LocationAbbr,LocationDesc,Question,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2016,2020,IN,Indiana,"Lung and bronchial cancer mortality among all people, underlying cause",13.0,9.8,16.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,WA,Washington,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.3,12.0,16.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,MA,Massachusetts,"Invasive cancer (all sites combined), incidence",415.7,407.3,424.1,Race/Ethnicity,Hispanic
2016,2020,LA,Louisiana,"Prostate cancer mortality among all males, underlying cause",16.2,15.3,17.1,Race/Ethnicity,"White, non-Hispanic"
2015,2019,GA,Georgia,"Lung and bronchial cancer mortality among all people, underlying cause",42.8,42.1,43.4,Race/Ethnicity,"White, non-Hispanic"
2015,2019,MD,Maryland,"Breast cancer mortality among all females, underlying cause",19.5,18.7,20.3,Race/Ethnicity,"White, non-Hispanic"
2016,2020,GA,Georgia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",7.8,6.6,9.3,Race/Ethnicity,Hispanic
2016,2020,MA,Massachusetts,"Lung and bronchial cancer mortality among all people, underlying cause",23.3,21.1,25.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,MI,Michigan,"Prostate cancer mortality among all males, underlying cause",7.4,5.0,10.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,MN,Minnesota,"Invasive cancer (all sites combined) mortality among all people, underlying cause",103.6,94.0,113.8,Race/Ethnicity,Hispanic
2016,2020,MO,Missouri,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.7,13.3,14.1,Race/Ethnicity,"White, non-Hispanic"
2016,2020,CA,California,"Lung and bronchial cancer mortality among all people, underlying cause",14.1,13.8,14.5,Race/Ethnicity,Hispanic
2016,2020,AZ,Arizona,"Lung and bronchial cancer mortality among all people, underlying cause",16.1,15.1,17.1,Race/Ethnicity,Hispanic
2016,2020,FL,Florida,"Invasive cancer (all sites combined), incidence",243.7,238.5,248.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,GA,Georgia,"Lung and bronchial cancer mortality among all people, underlying cause",15.7,13.7,17.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,CO,Colorado,"Invasive cancer (all sites combined) mortality among all people, underlying cause",154.4,146.3,162.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,IN,Indiana,"Cervical cancer mortality among all females, underlying cause",3.1,1.9,4.7,Race/Ethnicity,Hispanic
2015,2019,CO,Colorado,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.5,7.4,11.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,CT,Connecticut,"Cervical cancer mortality among all females, underlying cause",1.2,0.9,1.5,Race/Ethnicity,"White, non-Hispanic"
2016,2020,IA,Iowa,"Breast cancer mortality among all females, underlying cause",19.5,13.5,27.1,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,KY,Kentucky,"Cervical cancer mortality among all females, underlying cause",2.9,2.6,3.3,Race/Ethnicity,"White, non-Hispanic"
2016,2020,CA,California,"Cervical cancer mortality among all females, underlying cause",2.7,1.5,4.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,AK,Alaska,"Lung and bronchial cancer mortality among all people, underlying cause",28.5,17.5,43.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,GA,Georgia,"Cervical cancer mortality among all females, underlying cause",1.6,0.9,2.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,IN,Indiana,"Prostate cancer mortality among all males, underlying cause",18.6,17.9,19.4,Race/Ethnicity,"White, non-Hispanic"
2015,2019,MD,Maryland,"Breast cancer mortality among all females, underlying cause",11.0,8.8,13.5,Race/Ethnicity,Hispanic
2016,2020,MN,Minnesota,"Invasive cancer (all sites combined), incidence",455.3,441.9,469.0,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,CO,Colorado,"Invasive cancer (all sites combined), incidence",382.3,370.2,394.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,SC,South Carolina,"Prostate cancer mortality among all males, underlying cause",16.8,16.0,17.6,Race/Ethnicity,"White, non-Hispanic"
2015,2019,TN,Tennessee,"Cervical cancer mortality among all females, underlying cause",2.5,2.3,2.8,Race/Ethnicity,"White, non-Hispanic"
2016,2020,CO,Colorado,"Lung and bronchial cancer mortality among all people, underlying cause",19.3,17.8,20.9,Race/Ethnicity,Hispanic
2016,2020,ID,Idaho,"Breast cancer mortality among all females, underlying cause",7.7,4.8,11.6,Race/Ethnicity,Hispanic
2016,2020,HI,Hawaii,"Invasive cancer (all sites combined), incidence",476.2,466.5,486.2,Race/Ethnicity,"White, non-Hispanic"
2016,2020,MN,Minnesota,"Prostate cancer mortality among all males, underlying cause",25.3,19.6,31.8,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,KY,Kentucky,"Invasive cancer (all sites combined), incidence",512.5,509.6,515.4,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NC,North Carolina,"Invasive cancer (all sites combined), incidence",348.8,339.7,358.1,Race/Ethnicity,Hispanic
2015,2019,IA,Iowa,"Lung and bronchial cancer mortality among all people, underlying cause",46.3,25.9,75.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,IN,Indiana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",52.7,38.9,69.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,IN,Indiana,"Lung and bronchial cancer mortality among all people, underlying cause",23.3,14.8,35.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,MN,Minnesota,"Prostate cancer mortality among all males, underlying cause",28.1,21.9,35.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,VA,Virginia,"Prostate cancer mortality among all males, underlying cause",10.3,7.6,13.6,Race/Ethnicity,Hispanic
2016,2020,AL,Alabama,"Lung and bronchial cancer mortality among all people, underlying cause",39.5,37.9,41.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,MN,Minnesota,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.6,12.4,24.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,AZ,Arizona,"Invasive cancer (all sites combined), incidence",329.1,324.7,333.4,Race/Ethnicity,Hispanic
2016,2020,MA,Massachusetts,"Cervical cancer mortality among all females, underlying cause",1.8,1.1,2.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,WV,West Virginia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",19.2,14.7,24.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,IA,Iowa,"Breast cancer mortality among all females, underlying cause",18.4,17.5,19.3,Race/Ethnicity,"White, non-Hispanic"
2015,2019,MD,Maryland,"Lung and bronchial cancer mortality among all people, underlying cause",38.0,37.2,38.8,Race/Ethnicity,"White, non-Hispanic"
2015,2019,OK,Oklahoma,"Invasive cancer (all sites combined), incidence",617.3,604.9,629.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,SC,South Carolina,"Lung and bronchial cancer mortality among all people, underlying cause",23.9,15.8,35.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,MN,Minnesota,"Cervical cancer mortality among all females, underlying cause",1.1,0.9,1.3,Race/Ethnicity,"White, non-Hispanic"
2016,2020,NE,Nebraska,"Prostate cancer mortality among all males, underlying cause",12.8,7.3,20.1,Race/Ethnicity,Hispanic
2016,2020,AR,Arkansas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",54.6,42.4,69.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,WV,West Virginia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",181.6,179.1,184.0,Race/Ethnicity,"White, non-Hispanic"
2015,2019,IL,Illinois,"Invasive cancer (all sites combined) mortality among all people, underlying cause",46.2,35.4,59.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2016,2020,KY,Kentucky,"Invasive cancer (all sites combined) mortality among all people, underlying cause",61.7,43.1,86.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,CA,California,"Prostate cancer mortality among all males, underlying cause",42.6,40.7,44.6,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,IL,Illinois,"Breast cancer mortality among all females, underlying cause",11.0,9.6,12.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,NH,New Hampshire,"Invasive cancer (all sites combined) mortality among all people, underlying cause",76.4,60.5,94.8,Race/Ethnicity,Hispanic
2016,2020,MI,Michigan,"Invasive cancer (all sites combined) mortality among all people, underlying cause",120.2,114.2,126.5,Race/Ethnicity,Hispanic
2016,2020,IA,Iowa,"Prostate cancer mortality among all males, underlying cause",38.2,27.1,51.7,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,MI,Michigan,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.3,7.7,11.0,Race/Ethnicity,Hispanic
2016,2020,AR,Arkansas,"Breast cancer mortality among all females, underlying cause",18.7,17.7,19.7,Race/Ethnicity,"White, non-Hispanic"
2016,2020,MN,Minnesota,"Lung and bronchial cancer mortality among all people, underlying cause",73.0,62.0,85.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2016,2020,AZ,Arizona,"Invasive cancer (all sites combined), incidence",223.8,215.6,232.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,HI,Hawaii,"Prostate cancer mortality among all males, underlying cause",22.1,12.7,34.5,Race/Ethnicity,Hispanic
2015,2019,HI,Hawaii,"Prostate cancer mortality among all males, underlying cause",12.0,10.7,13.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,NH,New Hampshire,"Invasive cancer (all sites combined), incidence",478.6,473.8,483.5,Race/Ethnicity,"White, non-Hispanic"
2015,2019,VT,Vermont,"Invasive cancer (all sites combined) mortality among all people, underlying cause",92.6,60.7,133.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,FL,Florida,"Breast cancer mortality among all females, underlying cause",14.0,13.4,14.6,Race/Ethnicity,Hispanic
2016,2020,MI,Michigan,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",7.1,5.7,8.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,LA,Louisiana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.5,7.4,14.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,CT,Connecticut,"Prostate cancer mortality among all males, underlying cause",10.1,6.2,15.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,CA,California,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.7,10.6,14.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,GA,Georgia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.7,8.2,11.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,IL,Illinois,"Cervical cancer mortality among all females, underlying cause",2.0,1.8,2.2,Race/Ethnicity,"White, non-Hispanic"
2015,2019,MA,Massachusetts,"Invasive cancer (all sites combined) mortality among all people, underlying cause",92.3,87.7,96.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,IN,Indiana,"Cervical cancer mortality among all females, underlying cause",2.6,2.3,2.8,Race/Ethnicity,"White, non-Hispanic"
2015,2019,MA,Massachusetts,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",7.0,5.8,8.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,AR,Arkansas,"Lung and bronchial cancer mortality among all people, underlying cause",22.4,15.8,30.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,NY,New York,"Lung and bronchial cancer mortality among all people, underlying cause",20.0,19.0,21.0,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,OK,Oklahoma,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",21.9,19.3,24.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,LA,Louisiana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",167.3,165.4,169.2,Race/Ethnicity,"White, non-Hispanic"
2016,2020,IN,Indiana,"Prostate cancer mortality among all males, underlying cause",18.7,18.0,19.4,Race/Ethnicity,"White, non-Hispanic"
2015,2019,VA,Virginia,"Lung and bronchial cancer mortality among all people, underlying cause",11.9,10.1,13.9,Race/Ethnicity,Hispanic
2015,2019,MA,Massachusetts,"Invasive cancer (all sites combined) mortality among all people, underlying cause",138.5,133.4,143.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,DE,Delaware,"Breast cancer mortality among all females, underlying cause",27.7,23.5,32.4,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,MN,Minnesota,"Invasive cancer (all sites combined), incidence",307.4,295.3,319.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,OK,Oklahoma,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.2,15.6,16.8,Race/Ethnicity,"White, non-Hispanic"
2015,2019,VT,Vermont,"Invasive cancer (all sites combined), incidence",222.1,176.0,275.9,Race/Ethnicity,Hispanic
2015,2019,CT,Connecticut,"Invasive cancer (all sites combined) mortality among all people, underlying cause",69.4,62.6,76.6,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,AR,Arkansas,"Lung and bronchial cancer mortality among all people, underlying cause",20.2,13.8,28.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,FL,Florida,"Breast cancer mortality among all females, underlying cause",8.8,5.3,14.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,VT,Vermont,"Invasive cancer (all sites combined) mortality among all people, underlying cause",153.3,102.6,217.6,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,AL,Alabama,"Invasive cancer (all sites combined), incidence",117.9,102.0,135.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2016,2020,NJ,New Jersey,"Breast cancer mortality among all females, underlying cause",28.0,26.3,29.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,UT,Utah,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.7,7.6,12.1,Race/Ethnicity,Hispanic
2015,2019,OK,Oklahoma,"Invasive cancer (all sites combined), incidence",451.1,439.6,462.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,KY,Kentucky,"Lung and bronchial cancer mortality among all people, underlying cause",11.9,8.2,16.5,Race/Ethnicity,Hispanic
2015,2019,VA,Virginia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.0,12.6,13.4,Race/Ethnicity,"White, non-Hispanic"
2015,2019,FL,Florida,"Lung and bronchial cancer mortality among all people, underlying cause",20.1,19.5,20.6,Race/Ethnicity,Hispanic
2015,2019,NM,New Mexico,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.1,11.2,13.0,Race/Ethnicity,"White, non-Hispanic"
2016,2020,MD,Maryland,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.5,15.7,17.4,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,MO,Missouri,"Prostate cancer mortality among all males, underlying cause",16.6,16.0,17.3,Race/Ethnicity,"White, non-Hispanic"
2016,2020,GA,Georgia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.3,7.9,10.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,NJ,New Jersey,"Invasive cancer (all sites combined), incidence",295.1,289.8,300.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,TX,Texas,"Prostate cancer mortality among all males, underlying cause",14.8,14.1,15.5,Race/Ethnicity,Hispanic
2015,2019,MT,Montana,"Invasive cancer (all sites combined), incidence",346.4,310.9,384.6,Race/Ethnicity,Hispanic
2015,2019,WY,Wyoming,"Invasive cancer (all sites combined), incidence",246.2,187.5,316.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,TN,Tennessee,"Lung and bronchial cancer mortality among all people, underlying cause",15.0,11.8,18.6,Race/Ethnicity,Hispanic
2016,2020,DC,District of Columbia,"Invasive cancer (all sites combined), incidence",451.1,441.3,461.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,NV,Nevada,"Cervical cancer mortality among all females, underlying cause",2.5,1.7,3.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,TX,Texas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",156.6,155.7,157.4,Race/Ethnicity,"White, non-Hispanic"
2016,2020,FL,Florida,"Invasive cancer (all sites combined) mortality among all people, underlying cause",150.2,149.4,151.0,Race/Ethnicity,"White, non-Hispanic"
2015,2019,CA,California,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.5,16.7,18.3,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,NH,New Hampshire,"Lung and bronchial cancer mortality among all people, underlying cause",22.6,14.8,32.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,MO,Missouri,"Invasive cancer (all sites combined) mortality among all people, underlying cause",89.3,81.0,98.1,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,NV,Nevada,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",20.3,17.9,23.1,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,CA,California,"Cervical cancer mortality among all females, underlying cause",3.2,2.8,3.7,Race/Ethnicity,"Black, non-Hispanic"
2016,2020,AR,Arkansas,"Lung and bronchial cancer mortality among all people, underlying cause",49.9,48.8,51.0,Race/Ethnicity,"White, non-Hispanic"
2015,2019,PA,Pennsylvania,"Prostate cancer mortality among all males, underlying cause",17.3,16.9,17.8,Race/Ethnicity,"White, non-Hispanic"
2015,2019,TX,Texas,"Invasive cancer (all sites combined), incidence",462.2,458.6,465.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,MO,Missouri,"Prostate cancer mortality among all males, underlying cause",16.5,15.9,17.2,Race/Ethnicity,"White, non-Hispanic"
2015,2019,FL,Florida,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.6,15.9,17.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,NC,North Carolina,"Invasive cancer (all sites combined) mortality among all people, underlying cause",89.0,82.9,95.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,CT,Connecticut,"Invasive cancer (all sites combined) mortality among all people, underlying cause",98.8,94.0,103.9,Race/Ethnicity,Hispanic
2016,2020,AL,Alabama,"Breast cancer mortality among all females, underlying cause",5.6,3.2,9.1,Race/Ethnicity,Hispanic
2016,2020,ID,Idaho,"Invasive cancer (all sites combined) mortality among all people, underlying cause",112.7,93.2,134.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,MT,Montana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",209.5,190.1,230.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2016,2020,CA,California,"Invasive cancer (all sites combined) mortality among all people, underlying cause",113.7,112.8,114.7,Race/Ethnicity,Hispanic
2015,2019,NM,New Mexico,"Lung and bronchial cancer mortality among all people, underlying cause",20.6,19.3,22.0,Race/Ethnicity,Hispanic
2016,2020,GA,Georgia,"Prostate cancer mortality among all males, underlying cause",4.3,2.8,6.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,KS,Kansas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",183.8,173.9,194.0,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,NC,North Carolina,"Prostate cancer mortality among all males, underlying cause",22.9,16.2,31.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2016,2020,ME,Maine,"Invasive cancer (all sites combined), incidence",241.9,207.1,280.4,Race/Ethnicity,Hispanic
2015,2019,VA,Virginia,"Breast cancer mortality among all females, underlying cause",10.2,8.3,12.3,Race/Ethnicity,Hispanic
2016,2020,CO,Colorado,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.3,6.0,16.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
2015,2019,NH,New Hampshire,"Invasive cancer (all sites combined), incidence",226.0,201.3,252.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2016,2020,MA,Massachusetts,"Lung and bronchial cancer mortality among all people, underlying cause",35.2,34.6,35.8,Race/Ethnicity,"White, non-Hispanic"
2016,2020,MT,Montana,"Invasive cancer (all sites combined), incidence",225.3,183.3,274.0,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic"
2015,2019,MD,Maryland,"Cervical cancer mortality among all females, underlying cause",2.9,2.4,3.4,Race/Ethnicity,"Black, non-Hispanic"
